flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,airline_code,departure_airport_code,arrival_airport_code,flight_date,flight_time,flight_distance,passenger_capacity,ticket_price,flight_status,gate_number
DL7381,Delta Air Lines,John F. Kennedy International,Pulopaya,Indonesia,2:23 PM,Hartsfield-Jackson Atlanta,Mahdia,Guyana,23,DL,KIE,MYK,7/1/2022,8:03 AM,6592.54,159,230.12,On Time,A2
KL2728,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Maych’ew,Ethiopia,9:19 PM,Charles de Gaulle,Obernai,France,7,KL,LAA,LDJ,3/17/2022,10:57 PM,8797.5,126,298.37,On Time,A2
EK2648,Emirates,Dubai International,Al Maḩfid,Yemen,6:40 AM,Hamad International,Yamaranguila,Honduras,14,EK,DVD,MAX,5/11/2022,11:37 AM,4079.17,154,441.07,On Time,C2
QR3022,Qatar Airways,Hamad International,Stavanger,Norway,12:28 AM,Bole International,São Luís do Quitunde,Brazil,21,QR,PPN,EMN,4/25/2022,6:53 PM,5085.03,429,272.85,Delayed,A3
NZ8106,Air New Zealand,Auckland Airport,Leran,Indonesia,8:38 AM,Sydney Airport,Jiyang,China,3,NZ,KMI,SKH,6/11/2022,3:33 AM,5688.39,438,448.7,On Time,C2
SA2908,South African Airways,O.R. Tambo International,Jakubowice Murowane,Poland,4:58 PM,Charles de Gaulle,Goshogawara,Japan,4,SA,RMP,FBL,1/10/2022,6:44 PM,6530.86,114,228.31,On Time,C4
AI9127,Air India,Indira Gandhi International,Anjepy,Madagascar,5:46 PM,Chhatrapati Shivaji International,Pongkor,Indonesia,14,AI,WMT,AOG,3/26/2022,12:45 PM,1482.8,239,182.78,Cancelled,A1
KE3686,Korean Air,Incheon International,Lichengdao,China,2:05 AM,Haneda,Croix,France,17,KE,THR,PIN,7/22/2022,1:58 AM,6790.81,174,459.36,Delayed,C2
DL4493,Delta Air Lines,John F. Kennedy International,Maubara,East Timor,9:14 PM,Vienna International,Melissochóri,Greece,14,DL,JOM,PCU,1/3/2022,3:41 AM,4558.16,414,118.19,On Time,C4
KL1922,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Jinan,China,9:14 PM,Adolfo Suárez Madrid–Barajas,Gowarczów,Poland,17,KL,JEJ,CKO,6/11/2022,10:03 AM,6905.25,324,146.95,Delayed,C2
AF8531,Air France,Charles de Gaulle,Bystrytsya,Ukraine,3:14 PM,Frankfurt Airport,Biskamzha,Russia,15,AF,SPJ,HEE,11/6/2022,3:50 PM,4985.45,56,203.59,On Time,C3
DL2192,Delta Air Lines,John F. Kennedy International,Toamasina,Madagascar,7:51 AM,Dallas/Fort Worth International,Akráta,Greece,13,DL,TWT,SHF,9/13/2022,10:18 AM,9537.74,472,228.16,Delayed,C1
AM4818,Aeroméxico,Benito Juárez International,Fier-Çifçi,Albania,11:21 AM,Vienna International,Pajé,Comoros,11,AM,MLA,TEE,3/9/2022,1:23 PM,994.16,361,423.8,On Time,A3
UA2781,United Airlines,Los Angeles International,La Unión,Peru,11:16 AM,San Francisco International,San Juan,Puerto Rico,7,UA,SWQ,MIG,2/6/2022,7:46 AM,8186.54,175,450.85,On Time,B2
AM6269,Aeroméxico,Benito Juárez International,Wang Muang,Thailand,11:42 AM,Jorge Chávez International,Ústí nad Labem,Czech Republic,1,AM,YRQ,EPH,7/19/2022,1:14 PM,6816.59,321,106.4,On Time,A2
BA6203,British Airways,Heathrow,Kukurečani,Macedonia,5:14 AM,Charles de Gaulle,Dondo,Mozambique,19,BA,0,ATH,12/9/2022,6:27 PM,6328.55,126,134.09,Delayed,C4
SK7218,SAS Scandinavian,Copenhagen Airport,Ryczywół,Poland,6:24 PM,Ministro Pistarini International,Am Djarass,Chad,6,SK,INK,IUS,6/29/2022,10:02 AM,5224.59,344,482.33,On Time,A3
CX9953,Cathay Pacific,Hong Kong International,Artémida,Greece,9:33 AM,Sydney Airport,La Dorada,Colombia,20,CX,LZY,LUG,10/11/2022,3:27 PM,6060.82,496,53.74,Cancelled,C2
SQ1726,Singapore Airlines,Changi,Pessac,France,8:45 AM,El Dorado International,Maţarah,Yemen,9,SQ,WRB,PPJ,2/22/2022,4:23 PM,3096.54,491,149.51,On Time,B1
LA5663,LATAM Airlines,São Paulo/Guarulhos International,Auray,France,4:57 PM,Ministro Pistarini International,Cergy-Pontoise,France,24,LA,MJR,TET,10/1/2022,3:32 PM,9465.61,68,207.92,Delayed,C3
AV4964,Avianca,El Dorado International,Belyayevka,Russia,2:23 AM,O'Hare International,Antony,France,17,AV,NFL,BKR,5/17/2022,5:45 AM,6647.89,402,392.62,On Time,C4
KL5690,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Karangtengah Lor,Indonesia,9:40 PM,Charles de Gaulle,Mosta,Malta,2,KL,EGS,RMN,4/13/2022,12:21 AM,8341.98,327,180.56,On Time,A3
BA7257,British Airways,Heathrow,Kanturk,Ireland,10:10 AM,Charles de Gaulle,Shen’ao,China,18,BA,AYY,PHX,6/27/2022,12:10 AM,5599.3,156,52.95,On Time,A2
TG5038,Thai Airways,Suvarnabhumi,Montpellier,France,9:20 AM,Changi,Lunik,Albania,12,TG,MPI,VAW,8/13/2022,6:42 PM,615.09,100,394.12,Delayed,A2
IB9630,Iberia,Adolfo Suárez Madrid–Barajas,Shanhe,China,11:07 PM,Charles de Gaulle,Austin,United States,13,IB,BOC,BAG,9/13/2022,11:40 AM,1956.09,496,354.19,On Time,B1
IB7558,Iberia,Adolfo Suárez Madrid–Barajas,Guchang,China,5:59 AM,Charles de Gaulle,Urasqui,Peru,21,IB,NEC,CPT,4/11/2022,4:31 PM,6382.96,290,423.14,On Time,A3
LA1250,LATAM Airlines,São Paulo/Guarulhos International,Rio Covo,Portugal,7:46 AM,Ministro Pistarini International,Fuji,China,13,LA,ZWA,AKP,12/9/2022,9:49 PM,6942.55,347,471.16,On Time,B1
AA8346,American Airlines,John F. Kennedy International,Ljupina,Croatia,7:48 AM,Los Angeles International,Šid,Serbia,7,AA,DLK,AHY,12/17/2022,10:42 AM,5518.29,335,80.95,On Time,C4
SQ3539,Singapore Airlines,Changi,Brooklyn,United States,9:15 PM,Incheon International,Whitehorse,Canada,4,SQ,OGA,AMI,11/1/2022,4:22 PM,1836.28,132,92.05,On Time,A2
AM8310,Aeroméxico,Benito Juárez International,Fermont,Canada,9:11 AM,O'Hare International,Muriaé,Brazil,2,AM,MWO,EMD,9/6/2022,10:23 AM,9909.96,487,266.41,Delayed,C1
EK2864,Emirates,Dubai International,Nong Bun Nak,Thailand,9:56 AM,Hamad International,Taungoo,Myanmar,5,EK,OCN,SKM,11/29/2022,12:37 AM,668.59,156,113.9,Cancelled,C1
LH8572,Lufthansa,Frankfurt Airport,Lanyang,China,9:02 AM,Charles de Gaulle,Kakamega,Kenya,15,LH,KYF,GIF,4/19/2022,5:10 AM,6830.41,154,222.18,Delayed,A1
AF5997,Air France,Charles de Gaulle,Heyou,China,9:15 PM,Frankfurt Airport,Rejanegara,Indonesia,11,AF,LMZ,ULQ,6/21/2022,6:17 PM,6602.68,237,415.19,On Time,C3
SA7437,South African Airways,O.R. Tambo International,Monte de Fralães,Portugal,12:07 PM,Charles de Gaulle,Yartsevo,Russia,10,SA,GGS,BAE,8/10/2022,3:55 PM,4922.73,380,93.92,Delayed,C3
ET6494,Ethiopian Airlines,Bole International,Farasān,Saudi Arabia,6:33 PM,Hamad International,Glad,Philippines,4,ET,EJA,PAY,8/31/2022,6:27 PM,2280.62,484,361.33,Delayed,C1
QR4438,Qatar Airways,Hamad International,Fenais da Ajuda,Portugal,2:29 AM,Vienna International,Alannay,Philippines,17,QR,OGB,NQL,11/5/2022,11:57 AM,3063.56,339,357.43,On Time,C2
AI1448,Air India,Indira Gandhi International,Ruen,Bulgaria,7:44 AM,Chhatrapati Shivaji International,Baokou,China,23,AI,OKV,CBH,3/30/2022,11:27 AM,1449.77,50,438.85,On Time,B2
KE3093,Korean Air,Incheon International,Kuching,Malaysia,3:05 AM,O.R. Tambo International,Zhoushizhuang,China,8,KE,KBH,UTT,11/17/2022,5:03 AM,7533.83,428,173.97,Cancelled,A3
AI9507,Air India,Indira Gandhi International,Xintai,China,4:20 PM,Bole International,Divinópolis,Brazil,12,AI,STT,CAR,8/5/2022,3:28 PM,2459.19,59,96.11,On Time,C1
UA5069,United Airlines,Los Angeles International,Ximapo,China,6:55 PM,San Francisco International,Nowe Warpno,Poland,15,UA,WLC,TCK,10/14/2022,10:28 AM,2640.0,146,109.67,Cancelled,C2
AI7902,Air India,Indira Gandhi International,Karibib,Namibia,8:32 AM,Chhatrapati Shivaji International,Okhansk,Russia,3,AI,FYM,QIT,12/11/2022,3:36 PM,9589.45,238,482.56,Delayed,B1
SK9881,SAS Scandinavian,Copenhagen Airport,Siyang,China,9:28 AM,Charles de Gaulle,El Carmen,Mexico,24,SK,PSX,IHN,5/11/2022,1:34 AM,5827.39,181,84.3,Delayed,C4
EK1431,Emirates,Dubai International,Wuping,China,12:57 AM,Hamad International,Piranshahr,Iran,23,EK,LZU,RDT,9/1/2022,11:04 PM,4199.73,109,433.3,On Time,A3
IB9642,Iberia,Adolfo Suárez Madrid–Barajas,Aizkraukle,Latvia,12:52 PM,Charles de Gaulle,Joaquín V. González,Argentina,13,IB,VKO,ANA,2/2/2022,9:06 PM,1554.69,206,83.87,On Time,C3
KL5312,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Dongpu,China,2:42 AM,Charles de Gaulle,Padangguci,Indonesia,20,KL,RKS,HXX,5/24/2022,3:08 AM,1506.31,413,209.44,On Time,B2
AZ7819,Alitalia,Leonardo da Vinci International,San Javier,Uruguay,11:54 PM,Charles de Gaulle,Wakduwa’ Barat,Indonesia,12,AZ,UNC,CPR,12/8/2022,9:13 AM,3829.56,203,294.02,On Time,A3
NZ8627,Air New Zealand,Auckland Airport,Tsementnozavodskiy,Russia,10:21 PM,Melbourne Airport,Santyoku,South Korea,12,NZ,BBE,VCD,3/4/2022,7:03 AM,8905.99,385,346.23,Cancelled,C3
LA1461,LATAM Airlines,São Paulo/Guarulhos International,Zhaobei,China,2:21 PM,Ministro Pistarini International,Kota Kinabalu,Malaysia,5,LA,MIJ,DDD,12/3/2022,6:53 AM,4842.45,262,89.39,Delayed,B1
AM4189,Aeroméxico,Benito Juárez International,Baclayon,Philippines,2:25 AM,O'Hare International,Bartolomé Masó,Cuba,6,AM,LVD,ORK,9/14/2022,10:33 AM,1839.38,277,470.55,Delayed,C4
QR9968,Qatar Airways,Hamad International,Rio Grande da Serra,Brazil,12:41 PM,Bole International,Baiquan,China,5,QR,RYK,QGA,9/17/2022,11:21 AM,6482.7,119,198.05,Cancelled,C4
NH7063,All Nippon Airways,Haneda,Saint Croix,U.S. Virgin Islands,1:05 AM,Incheon International,Mombaça,Brazil,16,NH,HSB,MUH,2/6/2022,10:14 AM,5079.21,393,351.91,On Time,A1
AF3394,Air France,Charles de Gaulle,Motuo,China,5:15 PM,Amsterdam Airport Schiphol,Rameshki,Russia,9,AF,KDK,HRG,11/30/2022,9:40 PM,4678.17,373,460.22,On Time,A1
IB5963,Iberia,Adolfo Suárez Madrid–Barajas,Ágios Spyrídon,Greece,5:16 PM,Charles de Gaulle,Jianshe,China,2,IB,HLE,ZNC,11/13/2022,8:59 PM,668.04,299,224.94,On Time,C3
AZ1593,Alitalia,Leonardo da Vinci International,Henglan,China,2:36 AM,Charles de Gaulle,Limoeiro do Norte,Brazil,10,AZ,BIY,CWC,3/14/2022,6:06 AM,2992.54,416,165.74,Cancelled,B1
AI6155,Air India,Indira Gandhi International,Xinzha,China,11:51 AM,Chhatrapati Shivaji International,Birmingham,United States,23,AI,CZB,SHR,5/31/2022,4:32 PM,348.82,209,440.47,On Time,B1
LH6903,Lufthansa,Frankfurt Airport,Estombar,Portugal,11:38 AM,Charles de Gaulle,Boawae,Indonesia,10,LH,POW,DIU,5/11/2022,7:45 AM,9324.75,109,181.49,Delayed,C1
TG5588,Thai Airways,Suvarnabhumi,Yaogou,China,9:17 AM,Changi,Vyškov,Czech Republic,13,TG,FEL,SBA,6/6/2022,12:20 PM,5161.71,400,266.62,On Time,A1
ET7115,Ethiopian Airlines,Bole International,General Levalle,Argentina,3:34 PM,Hamad International,Babat,Indonesia,7,ET,GII,BIF,1/22/2022,3:00 PM,3207.53,365,158.94,Delayed,C1
AF7295,Air France,Charles de Gaulle,Sebedo,Indonesia,3:14 PM,Suvarnabhumi,Matanza,Colombia,9,AF,PUQ,GLB,10/16/2022,4:04 PM,6964.49,500,473.37,On Time,C4
LA4953,LATAM Airlines,São Paulo/Guarulhos International,Baghlān,Afghanistan,12:56 PM,Ministro Pistarini International,Xiazhai,China,19,LA,CBK,YSE,2/23/2022,9:45 PM,9331.22,61,291.92,On Time,C3
LH6315,Lufthansa,Frankfurt Airport,Sindangsari,Indonesia,6:14 AM,O.R. Tambo International,Hetou,China,9,LH,ADC,PNX,12/12/2022,3:25 AM,8086.36,153,188.28,On Time,B2
BA6412,British Airways,Heathrow,Železný Brod,Czech Republic,10:15 AM,Dubai International,Bailieborough,Ireland,16,BA,RBS,BRN,12/13/2022,4:59 PM,3054.49,228,381.49,On Time,B1
QR4568,Qatar Airways,Hamad International,Chiguang,China,2:25 PM,Jomo Kenyatta International,Évlalo,Greece,20,QR,SZQ,HFD,4/10/2022,12:03 AM,1661.77,385,331.53,On Time,A1
NH7202,All Nippon Airways,Haneda,Poitiers,France,12:38 PM,Incheon International,Boston,United States,12,NH,NIO,PGZ,8/25/2022,7:23 PM,7438.03,487,201.54,Delayed,A3
IB2849,Iberia,Adolfo Suárez Madrid–Barajas,Lewopao,Indonesia,2:20 AM,Charles de Gaulle,Seredeyskiy,Russia,14,IB,KSC,AOK,8/29/2022,8:01 AM,3446.52,52,390.2,On Time,A3
QF8415,Qantas,Sydney Airport,Matangshan,China,11:09 PM,Haneda,Bayeux,Brazil,20,QF,AUJ,GOT,9/13/2022,4:11 PM,2671.88,245,333.12,Delayed,B1
ET7222,Ethiopian Airlines,Bole International,Mayong,Indonesia,12:12 AM,Hamad International,Fangli,China,10,ET,HZB,LTC,6/21/2022,2:39 PM,2231.07,158,457.07,On Time,A1
AC7018,Air Canada,Toronto Pearson,Banjar Budakeling,Indonesia,4:27 PM,John F. Kennedy International,Mikhnëvo,Russia,2,AC,JOE,KBJ,10/28/2022,1:25 PM,2347.01,253,101.97,Delayed,C3
WN2597,Southwest Airlines,Los Angeles International,Shahe,China,1:04 AM,San Francisco International,Novogurovskiy,Russia,15,WN,SBX,QIT,11/6/2022,1:44 PM,4856.8,384,437.17,Delayed,C1
ET7901,Ethiopian Airlines,Bole International,Verd,Slovenia,11:17 PM,Hamad International,Yuyapichis,Peru,9,ET,LUC,CQD,3/11/2022,1:22 AM,9986.48,110,52.41,Delayed,A2
WN8141,Southwest Airlines,Los Angeles International,Ampera,Indonesia,3:04 PM,San Francisco International,Machala,Ecuador,24,WN,VVO,CLN,5/20/2022,8:42 PM,2765.16,360,449.64,Delayed,C1
QF5189,Qantas,Sydney Airport,Thị Trấn Na Hang,Vietnam,6:32 PM,Melbourne Airport,Concord,Canada,16,QF,IBR,PGL,8/24/2022,3:17 PM,4029.34,228,60.68,On Time,B1
UA5741,United Airlines,Los Angeles International,Eksjö,Sweden,12:21 PM,San Francisco International,Sirnasari,Indonesia,11,UA,WYB,CRD,1/8/2022,12:27 AM,9874.58,69,288.79,On Time,C4
LA1659,LATAM Airlines,São Paulo/Guarulhos International,Kragan,Indonesia,8:45 AM,Ministro Pistarini International,Balīlā,Jordan,16,LA,AKM,KCN,6/11/2022,9:46 PM,4307.94,379,65.93,On Time,A2
AA1542,American Airlines,John F. Kennedy International,Kirovgrad,Russia,12:40 AM,Hartsfield-Jackson Atlanta,Xing’an,China,8,AA,CSF,RSD,6/11/2022,1:05 PM,5623.99,424,260.26,On Time,C2
EK7011,Emirates,Dubai International,Pehčevo,Macedonia,4:11 AM,Hamad International,Ulyanovsk,Russia,10,EK,CLT,ALF,9/12/2022,8:43 PM,1327.24,459,498.85,Delayed,B2
QR1441,Qatar Airways,Hamad International,San Roque,Philippines,12:21 PM,Bole International,Masoyila,Sierra Leone,22,QR,YFL,WNH,4/28/2022,4:45 AM,8286.76,393,418.99,On Time,B2
EK1892,Emirates,Dubai International,Lubāna,Latvia,8:24 AM,Leonardo da Vinci International,Nangtang,Indonesia,24,EK,DAV,VRB,5/8/2022,11:15 AM,5380.83,442,218.94,On Time,A1
IB2065,Iberia,Adolfo Suárez Madrid–Barajas,Matagami,Canada,12:38 AM,Cape Town International,Basseterre,Saint Kitts and Nevis,19,IB,AOG,AHL,9/17/2022,12:51 AM,431.36,472,399.86,Delayed,C3
SA8513,South African Airways,O.R. Tambo International,Phoenix,United States,3:26 AM,Charles de Gaulle,Velizh,Russia,6,SA,MOL,MFA,10/1/2022,10:32 PM,5196.31,216,385.3,On Time,C3
QF5881,Qantas,Sydney Airport,Mubende,Uganda,5:02 PM,Bole International,Pilzno,Poland,16,QF,UWA,MBU,8/21/2022,11:53 AM,8894.77,356,438.79,On Time,A1
SQ6672,Singapore Airlines,Changi,Vallenar,Chile,5:09 PM,Beijing Capital International,Budapest,Hungary,20,SQ,KUX,AGJ,6/18/2022,8:08 PM,721.53,496,434.87,Delayed,C3
SA5492,South African Airways,O.R. Tambo International,Sel’tso,Russia,7:33 PM,Bole International,Kaliprak,Indonesia,21,SA,ABX,0,3/28/2022,8:58 PM,403.41,465,397.88,On Time,A3
AZ9175,Alitalia,Leonardo da Vinci International,Khorixas,Namibia,10:03 AM,Charles de Gaulle,Roissy Charles-de-Gaulle,France,13,AZ,LLU,ERN,7/17/2022,5:58 AM,9223.72,59,367.09,Delayed,C3
AM3367,Aeroméxico,Benito Juárez International,Markovo,Russia,6:47 AM,O'Hare International,Touho,New Caledonia,10,AM,LNJ,PTJ,11/7/2022,4:11 PM,4239.9,198,90.57,On Time,A3
SQ5078,Singapore Airlines,Changi,Weishanzhuang,China,11:15 PM,Beijing Capital International,Şirrīn ash Shamālīyah,Syria,8,SQ,OKG,MLU,10/4/2022,7:11 PM,8524.22,62,81.2,Delayed,B1
NZ1432,Air New Zealand,Auckland Airport,Itambé,Brazil,3:15 PM,Sydney Airport,Nakajah,Indonesia,2,NZ,TKJ,UMY,1/31/2022,5:22 AM,6261.23,182,221.66,On Time,B1
NZ6282,Air New Zealand,Auckland Airport,San Juan de Limay,Nicaragua,3:17 AM,Sydney Airport,Soubré,Ivory Coast,11,NZ,ARB,VLS,12/14/2022,8:09 AM,9938.68,390,185.14,On Time,C4
BA2312,British Airways,Heathrow,Khāngāh Dogrān,Pakistan,2:56 PM,Vienna International,Vetlanda,Sweden,7,BA,IHR,OKN,10/18/2022,8:06 AM,5634.54,133,421.39,On Time,A3
IB3933,Iberia,Adolfo Suárez Madrid–Barajas,Ochakiv,Ukraine,9:00 PM,Frankfurt Airport,Makin Village,Kiribati,17,IB,NPA,KDR,2/25/2022,10:43 AM,1026.5,69,468.76,Delayed,C3
EK6878,Emirates,Dubai International,Sumuranyar,Indonesia,1:48 AM,Hamad International,Kusak,Russia,2,EK,EAE,UMU,7/18/2022,12:47 PM,3972.85,211,271.67,On Time,C1
AM7841,Aeroméxico,Benito Juárez International,Kuybyshevo,Russia,3:25 AM,O'Hare International,Tower,Ireland,20,AM,KOC,MJN,6/8/2022,9:36 AM,2377.31,467,251.94,On Time,A1
QF3855,Qantas,Sydney Airport,Karangbaru,Indonesia,6:18 PM,Melbourne Airport,Xiongchi,China,22,QF,NZA,XTR,11/17/2022,7:42 PM,6321.15,274,297.59,Delayed,B2
BA6603,British Airways,Heathrow,Nansheng,China,11:08 PM,Copenhagen Airport,Sparwood,Canada,3,BA,ANP,JNA,1/4/2022,12:13 PM,9438.7,433,113.25,On Time,C4
AA1144,American Airlines,John F. Kennedy International,Qifang,China,12:14 PM,Hartsfield-Jackson Atlanta,Nanying,China,24,AA,MOQ,OJC,5/21/2022,4:11 AM,6759.4,493,468.06,On Time,C4
AV5379,Avianca,El Dorado International,Carquefou,France,1:10 AM,Jorge Chávez International,Tarbes,France,14,AV,HVR,SLT,1/15/2022,8:58 PM,3574.67,498,224.65,On Time,A1
AI4480,Air India,Indira Gandhi International,Khon Buri,Thailand,8:10 AM,Changi,Jinshandian,China,21,AI,KHC,DGD,10/8/2022,3:40 AM,1220.39,415,405.63,On Time,A1
IB8461,Iberia,Adolfo Suárez Madrid–Barajas,Xianyuan,China,6:54 AM,Charles de Gaulle,Fak Tha,Thailand,18,IB,CND,RSN,6/7/2022,6:04 PM,9378.83,56,360.46,On Time,A3
AF4908,Air France,Charles de Gaulle,Jinshi,China,6:39 PM,Frankfurt Airport,Gantang,China,21,AF,USA,BQE,7/22/2022,4:59 PM,4216.36,183,265.64,On Time,C4
EK2641,Emirates,Dubai International,Medzhibozh,Ukraine,1:54 AM,Hamad International,Xijiadian,China,4,EK,FEA,NOM,10/19/2022,12:40 PM,1416.73,383,276.54,On Time,B1
UA6626,United Airlines,Los Angeles International,Luozhou,China,11:05 AM,San Francisco International,Zelenogorsk,Russia,13,UA,DOG,CRU,11/10/2022,5:33 AM,4994.23,477,105.02,On Time,B2
AF5545,Air France,Charles de Gaulle,Kogota,Japan,8:13 PM,Toronto Pearson,Nuasepu,Indonesia,10,AF,RJK,VGZ,2/7/2022,2:25 AM,5111.1,107,353.65,On Time,B1
WN8596,Southwest Airlines,Los Angeles International,Ulichnoye,Ukraine,5:27 PM,San Francisco International,Subusub,Philippines,16,WN,JIK,KSJ,12/21/2022,6:28 AM,4964.98,322,141.82,On Time,B2
LH2110,Lufthansa,Frankfurt Airport,Goyty,Russia,3:44 PM,Charles de Gaulle,Chengbei,China,8,LH,GVP,DTI,11/25/2022,4:05 PM,2378.01,101,172.59,On Time,A1
WN9889,Southwest Airlines,Los Angeles International,Tazhuang,China,9:23 AM,San Francisco International,Perstorp,Sweden,2,WN,BWT,HNN,10/11/2022,11:27 PM,1912.2,393,448.99,Delayed,B2
AV1168,Avianca,El Dorado International,Usogorsk,Russia,7:40 AM,O'Hare International,Isojoki,Finland,14,AV,LBN,EUX,8/29/2022,4:55 PM,5934.62,461,103.15,On Time,C1
AZ5428,Alitalia,Leonardo da Vinci International,Gongdanglegi Kulon,Indonesia,5:58 AM,Charles de Gaulle,Tegalgede Kulon,Indonesia,10,AZ,AZL,CAW,6/12/2022,1:32 AM,5382.15,429,267.38,Delayed,A3
LA5411,LATAM Airlines,São Paulo/Guarulhos International,Marília,Brazil,9:26 PM,Ministro Pistarini International,Pacasmayo,Peru,19,LA,SEY,GLV,4/23/2022,5:17 AM,9728.08,63,201.16,On Time,A1
AC3027,Air Canada,Toronto Pearson,Ngamba,Indonesia,7:49 AM,São Paulo/Guarulhos International,Tangchijie,China,8,AC,GMO,VCV,4/27/2022,4:49 AM,2887.26,412,470.92,On Time,C2
AC2255,Air Canada,Toronto Pearson,Korczew,Poland,7:31 PM,John F. Kennedy International,Mikhaylovka,Russia,19,AC,GPZ,ASZ,3/22/2022,12:59 AM,2605.66,423,321.29,On Time,B2
CX1598,Cathay Pacific,Hong Kong International,Fakaifou Village,Tuvalu,6:56 PM,Leonardo da Vinci International,Lingshan,China,19,CX,HDM,JLR,7/17/2022,4:46 AM,2771.36,428,224.63,On Time,B2
SA3812,South African Airways,O.R. Tambo International,Řečany nad Labem,Czech Republic,10:12 AM,Charles de Gaulle,Preserje pri Radomljah,Slovenia,24,SA,IXQ,OCM,2/10/2022,4:51 AM,5071.02,179,174.01,On Time,B1
WN7177,Southwest Airlines,Los Angeles International,Yegorlykskaya,Russia,4:57 PM,John F. Kennedy International,Tafí Viejo,Argentina,1,WN,YDG,FBE,12/4/2022,2:16 AM,561.38,94,94.86,On Time,B1
SQ2917,Singapore Airlines,Changi,Miguel Hidalgo,Mexico,4:16 AM,Beijing Capital International,Valence,France,20,SQ,NCN,ULM,4/15/2022,7:46 PM,1443.13,246,288.04,Delayed,C3
SQ3139,Singapore Airlines,Changi,Tunasbaru,Indonesia,7:40 AM,Beijing Capital International,Compiègne,France,5,SQ,URD,TUF,1/21/2022,11:10 PM,3907.46,192,51.36,Delayed,A3
SQ4591,Singapore Airlines,Changi,Ituiutaba,Brazil,2:45 PM,Bole International,Mriyunan,Indonesia,17,SQ,USU,EDA,7/29/2022,1:39 AM,5801.71,415,333.69,On Time,A2
AI1305,Air India,Indira Gandhi International,Thomazeau,Haiti,8:05 PM,Kuala Lumpur International,Laguna de Perlas,Nicaragua,10,AI,RTY,CCR,1/31/2022,7:56 PM,7854.17,167,383.75,On Time,A3
AM4189,Aeroméxico,Benito Juárez International,Gading,Indonesia,11:41 AM,O'Hare International,Krajan Pocangan,Indonesia,21,AM,WME,CNB,9/19/2022,12:49 PM,5698.7,246,95.34,Delayed,A1
KL4848,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Sake,Democratic Republic of the Congo,12:52 PM,Charles de Gaulle,Gualeguay,Argentina,8,KL,HPT,EJH,11/10/2022,6:05 PM,2858.08,342,375.46,On Time,C1
LA4936,LATAM Airlines,São Paulo/Guarulhos International,Terawas,Indonesia,2:48 PM,Ministro Pistarini International,Lagoa,Portugal,7,LA,UKT,VST,11/16/2022,4:36 AM,4839.59,154,275.63,On Time,C4
NZ6084,Air New Zealand,Auckland Airport,Meishan,China,12:54 PM,Sydney Airport,Pivka,Slovenia,20,NZ,VEE,CXA,2/3/2022,3:28 AM,8777.91,474,329.74,On Time,C4
AA6821,American Airlines,John F. Kennedy International,Ilanskiy,Russia,10:47 AM,Hartsfield-Jackson Atlanta,Nantes,France,17,AA,RST,MXR,8/1/2022,2:25 AM,2400.98,408,354.58,On Time,A2
NZ2284,Air New Zealand,Auckland Airport,Thị Trấn Bắc Yên,Vietnam,1:44 PM,Sydney Airport,San Juan,Philippines,12,NZ,PAJ,KNT,5/30/2022,12:54 AM,1267.17,124,212.96,On Time,B2
TG3796,Thai Airways,Suvarnabhumi,Sindong,South Korea,6:54 PM,Jomo Kenyatta International,Marathon,Canada,2,TG,NDK,EPH,8/26/2022,9:01 PM,1380.35,146,382.12,On Time,B2
LH5458,Lufthansa,Frankfurt Airport,Hortolândia,Brazil,11:43 PM,Charles de Gaulle,Daveluyville,Canada,7,LH,DGF,MBY,10/5/2022,9:32 AM,7792.1,383,96.29,Delayed,B1
KL1093,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Sendang,Indonesia,4:18 AM,Charles de Gaulle,Kohtla-Järve,Estonia,16,KL,URS,GZI,5/17/2022,8:37 AM,6099.69,79,430.71,Delayed,B2
EK4878,Emirates,Dubai International,Shangyong,China,10:03 AM,Hamad International,Szemud,Poland,4,EK,AMS,MFH,2/10/2022,11:46 AM,7483.56,431,436.99,On Time,B2
AC6753,Air Canada,Toronto Pearson,Ejidal,Mexico,9:41 AM,John F. Kennedy International,Radzanów,Poland,15,AC,RSS,NRR,5/31/2022,5:02 AM,3517.31,367,123.77,On Time,C3
LH2536,Lufthansa,Frankfurt Airport,Jinchang,China,2:53 PM,Amsterdam Airport Schiphol,Saint Louis,United States,22,LH,BFN,HDN,2/27/2022,11:36 PM,6529.9,349,491.98,Delayed,C4
AM7778,Aeroméxico,Benito Juárez International,Ruyigi,Burundi,5:51 AM,O'Hare International,Chalamarca,Peru,24,AM,BKE,SBW,1/5/2022,2:46 AM,4620.11,158,323.5,On Time,A2
AF5186,Air France,Charles de Gaulle,Salegading,Indonesia,9:47 PM,Frankfurt Airport,Kumo,Nigeria,21,AF,HAQ,ROV,8/17/2022,12:36 AM,4312.33,199,449.89,Cancelled,A3
